0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,emotion
-544.9425048828125,37.640594482421875,-7.628289222717285,6.864828586578369,-13.380677223205566,-2.417590618133545,-12.137744903564453,-8.05712890625,-14.836030006408691,1.7766741514205933,-10.143937110900879,-3.22611141204834,-5.684658527374268,-3.0672731399536133,-8.235177993774414,-3.4851601123809814,-4.05481481552124,-5.389673233032227,-7.375150203704834,-1.1655572652816772,-5.664381504058838,0.7042697072029114,-3.0586042404174805,0.9388904571533203,-4.217824935913086,-0.8781024217605591,-1.8151670694351196,-1.9779855012893677,1.368945837020874,3.8303771018981934,3.731034994125366,3.623613119125366,-0.40589985251426697,0.7827486991882324,0.00012757792137563229,2.697446584701538,0.8031019568443298,1.8261884450912476,-0.6092547178268433,1.8444221019744873,0.38703250885009766,0.30171823501586914,0.29795020818710327,0.3309125006198883,0.3535844385623932,0.4797404706478119,0.3812209665775299,0.33793559670448303,0.3862761855125427,0.41113191843032837,0.42760711908340454,0.4232048988342285,0.22627357618343194,0.011881341226398945,18.16709552554867,15.72665067476138,17.118628531760763,15.682677431243826,16.822679492917885,17.31131117701648,36.472393985774396,angry
-553.2919311523438,40.79051971435547,-9.492151260375977,8.202778816223145,-5.4027204513549805,-6.108304023742676,-17.632957458496094,-11.217480659484863,-11.315103530883789,3.4966177940368652,-15.155609130859375,-5.4574809074401855,-0.6606021523475647,-4.7211222648620605,-7.842161655426025,-2.679348945617676,-7.051768779754639,-1.8953959941864014,-5.3243632316589355,-3.443696975708008,-0.8998894691467285,1.2631146907806396,1.605857014656067,4.329046726226807,0.9194743037223816,5.786809921264648,0.47960156202316284,1.4287645816802979,0.17258711159229279,-0.7233870029449463,-0.04760712385177612,0.09519421309232712,-0.7387416958808899,0.2457379400730133,-0.5190766453742981,0.6797761917114258,0.22229182720184326,0.8958035707473755,0.15878912806510925,0.2761273682117462,0.38949644565582275,0.3329891562461853,0.3070848286151886,0.2744850218296051,0.2319781333208084,0.2733299136161804,0.26048851013183594,0.272736519575119,0.31715473532676697,0.4054892063140869,0.4119696617126465,0.4049896001815796,0.19353376116071427,0.008832409977912903,16.657891214551285,17.925657752747654,17.150258141486812,16.119397802097954,18.348127044584537,18.423168673923097,35.095557233593276,fearful
-393.3243713378906,22.974742889404297,-31.07916259765625,4.853051662445068,-13.357386589050293,-12.805938720703125,-17.525320053100586,-9.771191596984863,-12.389984130859375,2.5091116428375244,-16.9754638671875,0.07424850761890411,6.978368759155273,3.2666940689086914,2.8958115577697754,7.445470333099365,6.938958644866943,11.765849113464355,3.8989105224609375,4.28154182434082,-1.3301925659179688,-2.7844815254211426,-3.294372081756592,2.4475200176239014,-0.8947983980178833,1.2695502042770386,-3.6944522857666016,-2.307612895965576,-0.3585069477558136,1.1044520139694214,0.11964966356754303,-2.133340358734131,-2.658437728881836,0.48060891032218933,1.072411298751831,2.0331625938415527,2.564417600631714,1.277522087097168,0.8091237545013428,2.371577739715576,0.5401444435119629,0.4331490099430084,0.3444212079048157,0.2375643402338028,0.20140814781188965,0.2686288356781006,0.3215179741382599,0.3740524351596832,0.4302559494972229,0.47882089018821716,0.5210130214691162,0.5386005640029907,0.2435340644409938,0.040860407054424286,12.878212100756535,16.727566777951775,19.199094328804676,17.715502158864506,18.40740324773911,19.260878086923853,40.00007950083838,fearful
-443.4129638671875,36.98699188232422,-12.26647663116455,8.051609992980957,-13.907723426818848,-7.936671257019043,-7.487504005432129,-7.624481678009033,-12.54738998413086,4.648662567138672,-11.899340629577637,-0.7786712050437927,-3.2145886421203613,-3.9547269344329834,-6.003942966461182,-4.735091686248779,-6.554072856903076,-1.052778720855713,-3.7157671451568604,2.1060309410095215,1.7363786697387695,1.4661086797714233,1.1871342658996582,4.019894599914551,1.1537220478057861,6.29461669921875,1.517565369606018,1.5992577075958252,-1.6243599653244019,-0.3859005272388458,0.7067984938621521,1.178343415260315,-0.2738721966743469,-1.974726676940918,-1.6979939937591553,0.35394781827926636,1.1163419485092163,1.1446359157562256,0.7220725417137146,1.0940885543823242,0.46419060230255127,0.39649173617362976,0.35800787806510925,0.3730063736438751,0.3797253966331482,0.400500625371933,0.32548439502716064,0.2936273515224457,0.3295403718948364,0.3719441294670105,0.3360042870044708,0.3741971254348755,0.20769553960755813,0.02509935572743416,15.257327964961664,15.467345028623582,17.473734148932024,16.452557901551668,17.947921167843102,18.96651598027824,36.43237090482285,angry
-628.26611328125,54.44376754760742,-4.1610331535339355,13.32080078125,-8.964786529541016,2.601602077484131,-13.117819786071777,-6.587558746337891,-10.131499290466309,3.9712812900543213,-9.386663436889648,-2.5197653770446777,-0.901262640953064,-2.2004618644714355,-7.498239994049072,-0.13460330665111542,-7.1436686515808105,-1.7349716424942017,-6.150015354156494,-2.398925304412842,-3.8421945571899414,-1.8009250164031982,-2.8880300521850586,-1.6579409837722778,-3.081655740737915,0.9182513356208801,-1.6315484046936035,0.892085075378418,-1.604335069656372,-2.5303781032562256,-2.499830484390259,0.09981092065572739,-1.3411213159561157,0.33833351731300354,1.5149582624435425,1.414116621017456,1.9346868991851807,1.4797015190124512,-0.36917534470558167,1.679092526435852,0.44103768467903137,0.3464832305908203,0.2933955192565918,0.27472299337387085,0.29620227217674255,0.37108322978019714,0.33985579013824463,0.3836131989955902,0.3689984381198883,0.3288964033126831,0.34726834297180176,0.4268684983253479,0.19123250575153375,0.004296612925827503,18.2905065507041,14.739442087617237,16.467197109856603,15.544879589509339,17.431042558261904,16.99696454880818,34.939274084864685,disgust
-669.092529296875,62.09943389892578,0.599507212638855,13.124931335449219,-5.59136962890625,-6.965197563171387,-15.46375846862793,-7.565734386444092,-6.799173355102539,-0.7370914816856384,-11.418633460998535,-2.467696189880371,-1.3107075691223145,-4.785600185394287,-3.642540693283081,-3.831671714782715,-7.29820442199707,-1.7076119184494019,-6.509500503540039,-2.045459508895874,-1.5666007995605469,0.18585439026355743,-0.6176432967185974,-1.505580186843872,-1.2629474401474,-0.7302836775779724,-1.1196948289871216,-0.22025415301322937,0.8601608872413635,-1.7597215175628662,-2.5168893337249756,-2.083228349685669,-3.223015785217285,1.3390175104141235,1.7610362768173218,3.840869188308716,2.998004913330078,2.109527826309204,1.2571598291397095,1.3703031539916992,0.4023377597332001,0.3869796097278595,0.3487251102924347,0.4043354094028473,0.4171658754348755,0.43228548765182495,0.41413676738739014,0.40103447437286377,0.31626924872398376,0.3043178617954254,0.38188955187797546,0.41131529211997986,0.2424145352308917,0.0028521805070340633,17.755125995190888,15.937815068796429,16.799258169812113,16.58811635366072,17.202274186969404,16.326238739995674,37.199646549889444,sad
-598.4521484375,56.33624267578125,-12.724427223205566,12.171584129333496,-4.623162269592285,-9.741052627563477,-26.919042587280273,-8.22236442565918,-7.544951438903809,1.544549822807312,-16.683177947998047,-2.7499773502349854,-0.549893856048584,-3.606407880783081,-6.876420021057129,-4.104425430297852,-7.904190540313721,-3.414480209350586,-6.920307159423828,-2.897669553756714,-3.7616777420043945,-0.8076261878013611,-2.3019886016845703,2.2692620754241943,2.222580909729004,6.40690279006958,6.689379692077637,5.436364650726318,5.002504825592041,1.6880360841751099,-2.4554309844970703,-1.5696983337402344,-0.5228741765022278,1.4172592163085938,1.3567622900009155,0.048447225242853165,-0.9168524742126465,0.8332453966140747,0.04876178130507469,1.1362497806549072,0.6859748363494873,0.49988120794296265,0.4127255082130432,0.33836302161216736,0.2948895990848541,0.30771517753601074,0.3100002408027649,0.3611500859260559,0.3644580841064453,0.42742928862571716,0.5011328458786011,0.6802806258201599,0.2841402610636646,0.005981998983770609,14.987854466717673,15.895743233784613,16.776597381166695,15.86566287846661,18.448956951253063,17.92568654589309,39.39839170658404,sad
-575.9246826171875,51.873653411865234,4.178977012634277,13.469834327697754,-5.679354667663574,-4.737685680389404,-15.985310554504395,-7.645390510559082,-14.429912567138672,6.100151538848877,-15.27549934387207,-2.659625768661499,-4.1198248863220215,-3.786536455154419,-8.981440544128418,-1.9704456329345703,-6.175331115722656,-3.20694899559021,-7.977255344390869,-2.9275670051574707,-5.100127220153809,-4.482369899749756,-6.10556697845459,-3.6380116939544678,-6.270151138305664,-4.101470470428467,-4.528480529785156,-3.21201229095459,-4.764708995819092,-1.275755763053894,-1.31087064743042,3.387800693511963,1.8055819272994995,3.159090995788574,1.7263718843460083,2.76481294631958,1.5941725969314575,2.295170545578003,2.7461788654327393,2.7485055923461914,0.46362054347991943,0.405804842710495,0.3670753538608551,0.34293708205223083,0.4326375126838684,0.5518521070480347,0.4139831066131592,0.40462976694107056,0.45711013674736023,0.44519779086112976,0.399348646402359,0.4452061951160431,0.2406653718575419,0.008436797186732292,20.242261004304314,14.961628525105976,15.713769422448282,15.160782539674134,16.820352400785104,17.668692825798917,38.650938553435935,disgust
-514.5428466796875,43.94856262207031,-14.417865753173828,3.8209409713745117,-9.807273864746094,-11.397912979125977,-18.360204696655273,-7.465512752532959,-12.479690551757812,-0.6935514211654663,-14.436856269836426,0.2068420797586441,-5.55368709564209,-2.8525924682617188,-7.1091790199279785,-3.8969433307647705,-3.0432627201080322,1.4389861822128296,-2.8973867893218994,-0.9005515575408936,-0.20822101831436157,2.69735050201416,-0.3234643340110779,5.3186187744140625,1.6146208047866821,3.461228370666504,-0.010548479855060577,-0.5487763285636902,-3.4166433811187744,-1.5743697881698608,-0.15270119905471802,0.5282273888587952,-1.2199939489364624,-0.2377977967262268,-0.19653964042663574,1.0695184469223022,0.6384196877479553,1.6128040552139282,-0.3882921040058136,0.2450236976146698,0.5463395118713379,0.5523859262466431,0.4815739691257477,0.4226500689983368,0.47071143984794617,0.5013688206672668,0.46120721101760864,0.43864521384239197,0.4286271035671234,0.43082112073898315,0.47317248582839966,0.4929133951663971,0.2982637479707792,0.01718737743794918,16.33566638890152,14.99751090585289,15.299736032724839,15.22496635547957,16.481036178456332,17.359718901159553,39.86913759965563,surprised
-612.2616577148438,48.561126708984375,-11.277029991149902,7.5052385330200195,-8.301070213317871,-7.9316511154174805,-14.72726821899414,-6.018326282501221,-5.565364360809326,-0.8621423244476318,-12.031098365783691,0.03913425654172897,-7.280685901641846,-2.317478656768799,-4.898571968078613,-7.190766334533691,-4.142918586730957,-1.9052906036376953,-3.316045045852661,0.10119269788265228,-0.48736703395843506,2.0517048835754395,-2.9138479232788086,1.695645809173584,-2.3286492824554443,1.0009081363677979,0.9354804754257202,-0.903574526309967,-0.0742509737610817,-2.0617432594299316,0.11801301687955856,1.0676829814910889,1.7551500797271729,-0.3242391049861908,-0.6523377895355225,-1.5840792655944824,-0.6684011220932007,0.21366482973098755,0.9230067729949951,1.28632652759552,0.40077921748161316,0.3673994839191437,0.3194247782230377,0.31378886103630066,0.3752177655696869,0.4507310688495636,0.3577467203140259,0.3045095205307007,0.3270595967769623,0.3792629837989807,0.32241252064704895,0.3493726849555969,0.19404552185457516,0.005937112029641867,17.39990003641857,16.088258229992718,16.064458602145034,16.304058769776834,17.331309664630616,17.34318784713127,34.254668671935235,surprised
