MFCC_mean_0,MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_std_0,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,Chroma_mean_0,Chroma_mean_1,Chroma_mean_2,Chroma_mean_3,Chroma_mean_4,Chroma_mean_5,Chroma_mean_6,Chroma_mean_7,Chroma_mean_8,Chroma_mean_9,Chroma_mean_10,Chroma_mean_11,Chroma_std_0,Chroma_std_1,Chroma_std_2,Chroma_std_3,Chroma_std_4,Chroma_std_5,Chroma_std_6,Chroma_std_7,Chroma_std_8,Chroma_std_9,Chroma_std_10,Chroma_std_11,SpectralContrast_mean_0,SpectralContrast_mean_1,SpectralContrast_mean_2,SpectralContrast_mean_3,SpectralContrast_mean_4,SpectralContrast_mean_5,SpectralContrast_mean_6,SpectralContrast_std_0,SpectralContrast_std_1,SpectralContrast_std_2,SpectralContrast_std_3,SpectralContrast_std_4,SpectralContrast_std_5,SpectralContrast_std_6,Tonnetz_mean_0,Tonnetz_mean_1,Tonnetz_mean_2,Tonnetz_mean_3,Tonnetz_mean_4,Tonnetz_mean_5,Tonnetz_std_0,Tonnetz_std_1,Tonnetz_std_2,Tonnetz_std_3,Tonnetz_std_4,Tonnetz_std_5,ZCR_mean,ZCR_std,label,filename
-298.4257202148437,83.99335479736328,0.6158027052879333,18.72677421569824,11.506061553955078,0.4444435238838196,-5.304434299468994,-5.198842525482178,-17.2045955657959,-4.686176776885986,0.96473491191864,-4.939165115356445,2.754972457885742,174.94105529785156,74.7275619506836,23.76691246032715,23.638931274414062,20.494909286499023,17.022661209106445,12.93610668182373,13.802692413330078,18.26130485534668,10.502132415771484,10.711227416992188,11.532973289489746,12.028131484985352,0.5192852020263672,0.5634097456932068,0.4496643245220184,0.4039709568023681,0.4505459666252136,0.4573005735874176,0.4598251283168793,0.5275048613548279,0.5705153942108154,0.5767537951469421,0.5511432886123657,0.4911237061023712,0.2862598001956939,0.3217081725597381,0.2912584245204925,0.2888122498989105,0.2918612062931061,0.3154032528400421,0.3047187328338623,0.3170138597488403,0.3017027974128723,0.2941607236862182,0.3020046651363373,0.2963931560516357,24.17725030963988,12.503956431409764,16.86487317395308,15.534381066113577,15.953275547503782,18.85391054962616,46.0052205256655,9.330554617284152,4.448929631887423,5.479165226725776,3.5190225398441,3.1069344136118797,4.918410526412952,5.23260321171616,-0.0393347967402018,0.0102844052859078,-0.0832622860287952,-0.0314421110325849,0.0052877172905065,0.017133882040188,0.0548870216456585,0.0625101268806319,0.1090439462911896,0.1220976835656847,0.0414110015206459,0.0379589224690663,0.2643596690188172,0.2525515858098995,neutral,03-01-01-01-01-01-01.wav
-333.2862548828125,74.34939575195312,-12.544933319091797,11.383206367492676,-5.87846040725708,-5.228569984436035,-7.164821624755859,-11.703045845031738,-5.41702938079834,-1.0971522331237793,-6.561138153076172,-2.6987314224243164,-6.982097148895264,176.23648071289062,59.91314697265625,38.47687530517578,25.203474044799805,18.72510528564453,16.835010528564453,16.298851013183594,15.668608665466309,15.168294906616213,10.17150592803955,9.795845985412598,8.650915145874023,11.495877265930176,0.388847142457962,0.4000608921051025,0.4006624221801758,0.4418622553348541,0.4153820872306824,0.4666106402873993,0.5012093186378479,0.5613771677017212,0.5308796167373657,0.4729013741016388,0.4158276319503784,0.3528377413749695,0.3024372458457947,0.3281115591526031,0.3010838031768799,0.3271443247795105,0.3161141276359558,0.351163387298584,0.3422152400016784,0.3423565030097961,0.3382869660854339,0.3224063217639923,0.3139444887638092,0.2536223530769348,18.715648113102137,16.719720122262945,17.48876571933496,15.561830914230509,17.81323437656069,17.67664474631693,46.539907482437776,7.349420980151904,7.0277868345338455,6.5247418718463965,4.3630139775289445,4.475771997148367,4.145916155699067,4.35450515841518,-0.0464114120121069,0.0367638310485446,0.0174591445667744,-0.0742005223934747,0.0106928131358056,0.001373901610445,0.1084102380971992,0.0673428831076997,0.1443157705767264,0.1409229281100805,0.0493923055280321,0.0507723090243608,0.2647927989130434,0.2187812543438035,neutral,03-01-01-01-01-01-02.wav
-306.6160888671875,72.21182250976562,-3.426069498062134,13.55759048461914,5.396300315856934,-3.1512296199798584,-15.32929515838623,-8.475698471069336,-4.016461849212647,-10.86043930053711,-2.4905173778533936,-3.321650981903076,-6.362828254699707,162.62205505371094,60.81584548950195,30.13519287109375,24.695863723754883,19.177608489990234,14.389835357666016,20.144058227539062,14.03075122833252,11.17839527130127,15.891741752624512,9.133784294128418,11.184968948364258,9.522368431091309,0.456135094165802,0.4492208957672119,0.4505545794963836,0.5031480193138123,0.6065400242805481,0.5326758623123169,0.3906013667583465,0.3980819582939148,0.4790192544460296,0.4626649618148803,0.4681471288204193,0.4920463263988495,0.2956105172634125,0.316451221704483,0.2911112904548645,0.3197745978832245,0.3465969264507293,0.3224653303623199,0.2560491263866424,0.2608802318572998,0.286075085401535,0.2876516282558441,0.3110988140106201,0.2953271567821502,22.7194767073506,13.195090701928589,17.2140952549856,15.467167539012618,17.630737518069633,16.905260551302003,44.03990901292962,9.990434093561568,4.520212332358324,6.153411391746087,4.226852987952256,4.029501482021321,3.457059465066933,5.3293239861368376,-0.0322267753683707,-0.0200760195130532,0.0150014693713462,0.0125520049761498,-0.0025877197500069,-0.0072236188287392,0.092156567140903,0.0624518021226691,0.0944339378718179,0.1723543335640474,0.043159181149305,0.0534792656297827,0.2235535189636752,0.1808450831800112,neutral,03-01-01-01-01-01-03.wav
-317.9649353027344,59.41321563720703,-10.20408535003662,12.441604614257812,-5.781203746795654,-6.836335182189941,-9.08607006072998,-17.597017288208008,-10.113615036010742,-4.942062377929688,-4.463214874267578,-9.811269760131836,-6.3024067878723145,181.38742065429688,59.7900390625,32.94506072998047,19.90829467773437,17.263092041015625,15.459628105163574,15.853555679321287,16.700345993041992,11.44926643371582,10.60236358642578,6.989246845245361,8.28704833984375,8.059370040893555,0.399757444858551,0.323237657546997,0.3035951852798462,0.3551006615161896,0.4183058738708496,0.5741201639175415,0.5734058022499084,0.5017821788787842,0.4447008967399597,0.3723750710487366,0.3513334095478058,0.4646263122558594,0.3316497206687927,0.3163711726665497,0.3130775988101959,0.3083958327770233,0.303833395242691,0.3690548837184906,0.3075646162033081,0.3151961266994476,0.3650291264057159,0.3238865733146667,0.3093993365764618,0.3757208287715912,18.318237352378542,16.476900197718006,17.05293696370277,16.500442201297478,17.16042655875137,17.054283061315893,45.94916707942805,8.210909077808308,8.015359743387528,6.34330120654272,4.737007743216766,4.424191152134427,4.456097563831303,4.653767467303815,0.0039759701498749,0.0027627594482937,-0.024293089122738,0.0116143165409414,-0.0016383321521844,-0.0230425022298343,0.1057408485713919,0.1242053511889592,0.1591091673503369,0.1979519965735231,0.0585146048154454,0.071375060996855,0.3102387363470874,0.2751518021627849,neutral,03-01-01-01-01-01-04.wav
-391.5503234863281,68.3609390258789,7.989171504974365,15.139792442321776,11.715776443481444,0.4309837222099304,1.0025590658187866,-2.773118734359741,-0.1273461431264877,1.893249273300171,2.404442071914673,1.5577692985534668,-0.2047091722488403,156.56407165527344,70.06507873535156,21.6580810546875,23.69851875305176,18.456905364990234,19.1326961517334,10.977986335754396,13.395256042480469,11.991497039794922,9.645834922790527,11.838741302490234,7.831443309783935,6.95090389251709,0.5100162029266357,0.5890177488327026,0.6091362833976746,0.5573834776878357,0.5500134825706482,0.5666945576667786,0.4868964254856109,0.5622304677963257,0.6800868511199951,0.5445213913917542,0.5147807598114014,0.4710134267807007,0.2563227713108063,0.2563783228397369,0.2804442346096039,0.3017409145832062,0.3024109601974487,0.3352746069431305,0.305887758731842,0.2947413623332977,0.3495239615440368,0.2617760300636291,0.2574870884418487,0.2262644618749618,19.03920336005333,12.024992130082424,15.299900040438557,15.422552583748912,17.09004629691254,16.035202512364233,45.80809439996727,5.116470902728551,4.990896920155169,5.988588113871422,3.913486751837868,2.9740997938546583,3.685606097804466,4.094681274168615,-0.0345791478770818,0.0282777947202099,-0.062846386106685,0.0150770701300826,0.0192504000015382,0.018696022258761,0.0745850115123555,0.0888763910549824,0.0973634566483651,0.1630480606200479,0.0406773256252806,0.0435962124854674,0.2507825020032051,0.1895521838583829,neutral,03-01-01-01-01-01-05.wav
-384.0001220703125,50.89170455932617,-18.46466064453125,8.632230758666992,0.6306309103965759,-10.233562469482422,-8.633060455322266,-9.968547821044922,-7.245038986206055,0.269218772649765,-6.277717113494873,-3.439277648925781,-7.325448989868164,179.99642944335938,58.88013458251953,33.38035583496094,23.03619766235352,13.7442045211792,18.82701110839844,18.332294464111328,15.725110054016112,11.099609375,11.754571914672852,12.230247497558594,8.136590003967285,12.683023452758787,0.4820603132247925,0.4249148666858673,0.445755273103714,0.5726755261421204,0.559187650680542,0.5442292094230652,0.4833421111106872,0.4658325612545013,0.5029724836349487,0.498954176902771,0.589275062084198,0.5445225238800049,0.3479538857936859,0.320598840713501,0.2885319292545318,0.3269937038421631,0.3454075753688812,0.3368434011936188,0.2924594283103943,0.3222658932209015,0.318917840719223,0.297099232673645,0.3115333616733551,0.3038612604141235,16.828206949607697,14.485736004540506,15.854413947330594,16.256012527124305,17.15681198747129,17.366694505142156,45.0882354750643,6.69824354897204,6.542770699562506,6.536092542748814,4.812213982845263,4.757337734828179,4.463328476991607,4.411769292966802,-0.0731910558883416,0.04948423735784,-0.000389682649661,-0.0707033636782502,0.0030863879952114,0.0038054411844415,0.0867603321599043,0.0648026549378095,0.1188170006966075,0.1268708666054563,0.0511530132539593,0.0422955749127729,0.3933953179253472,0.2782773039597181,neutral,03-01-01-01-01-01-06.wav
-357.805419921875,71.56552124023438,6.628461837768555,17.708051681518555,10.26492977142334,-2.4720687866210938,-5.933482646942139,-7.738141059875488,2.29348087310791,-4.296725273132324,-3.309617280960083,-1.1172868013381958,2.499018669128418,168.1029510498047,64.91645812988281,25.714637756347656,21.259620666503903,21.934898376464844,19.753801345825195,15.742700576782228,13.554994583129885,7.186147689819336,11.432028770446776,7.583127021789551,8.014840126037598,7.70373010635376,0.4447679221630096,0.443009465932846,0.4177336394786834,0.4924951493740082,0.6323307156562805,0.5244290828704834,0.4243229031562805,0.4221106469631195,0.4625727534294128,0.5149661302566528,0.5391910672187805,0.5019945502281189,0.2974166572093963,0.3069421648979187,0.3001365661621094,0.2864208817481994,0.296108990907669,0.3198375105857849,0.2777697443962097,0.2838001251220703,0.2889242768287658,0.3087007105350494,0.3234226405620575,0.3159305453300476,20.22941612933317,14.657882430179251,16.583864193649035,15.59375272235383,17.211741222235265,16.500924440145543,44.70273742406858,8.479107989946018,5.670378022154811,5.9865862162412045,4.205545729025725,4.054064218289089,3.052004738513713,4.445787963525539,0.0013597881811366,-0.0178810727342807,-0.0469901367426806,0.0061260749566633,0.0079348237198356,0.0201928344539356,0.1005478053297881,0.0558168493129107,0.1788090856105099,0.1306346312188156,0.0571973173228602,0.0419116496494152,0.2806634846523668,0.2632033195919284,neutral,03-01-01-01-01-01-07.wav
-369.6784973144531,63.24864196777344,8.932156562805176,21.8432559967041,7.304751396179199,2.143417358398437,5.897379398345947,-9.047280311584473,2.7432448863983154,-1.789254069328308,2.284296989440918,-3.970736742019653,0.7397756576538086,175.09866333007812,49.23193359375,31.84551048278809,24.61149406433105,16.191293716430664,18.838512420654297,12.442651748657228,23.343137741088867,12.788769721984863,14.55183219909668,11.868271827697754,12.666024208068848,9.289165496826172,0.5307890176773071,0.5035209655761719,0.4559212923049927,0.4730167090892792,0.5336428880691528,0.5814789533615112,0.6146567463874817,0.5904309749603271,0.5539320111274719,0.5496101975440979,0.5279394388198853,0.5140588879585266,0.3595503568649292,0.3537536859512329,0.3350809812545776,0.343464195728302,0.3733221888542175,0.3771862685680389,0.3176849484443664,0.3184022903442383,0.3144333362579345,0.3276910483837127,0.3320522904396057,0.3297717571258545,19.692184274437164,14.888278980436956,16.785022894611533,15.337761593686029,16.570030228156146,16.750267834879605,44.53710480803627,5.971519256941715,6.793887700864951,5.81374990190406,4.251473952117645,4.5683633913011725,4.266899174887004,4.917281656478802,-0.0715808226223415,0.0600614895305037,0.0913824064052656,-0.0569819401817042,0.0214261338920798,0.0466814068499151,0.1080977930549215,0.0885643962330943,0.1451090217065306,0.1318062770762804,0.0516994722966494,0.0444871801345739,0.1731910958195364,0.1125841488957625,neutral,03-01-01-01-01-01-08.wav
-353.7663879394531,92.02210998535156,21.974056243896484,31.9020938873291,22.148632049560547,9.448863983154297,5.301552772521973,5.607602119445801,6.928757667541504,6.625178813934326,-0.1333174407482147,8.490710258483887,6.154465675354004,151.9217529296875,48.62710189819336,20.17766571044922,13.739587783813477,13.89742374420166,15.778654098510742,13.02408504486084,12.650592803955078,10.701281547546388,9.77353286743164,10.775320053100586,8.191194534301758,8.3761625289917,0.6164722442626953,0.6309689879417419,0.6389631628990173,0.6704587340354919,0.6583219766616821,0.6555742621421814,0.590062141418457,0.562012255191803,0.565575897693634,0.5492996573448181,0.567380964756012,0.6110449433326721,0.3188500702381134,0.3358833789825439,0.3243644535541534,0.3129144310951233,0.2535354197025299,0.2521495223045349,0.2469005137681961,0.2627169787883758,0.2385012954473495,0.2363673746585846,0.2618724405765533,0.2888868451118469,20.69279983782122,12.19225639322808,14.638696631816682,13.83946186273698,15.3556716180135,15.855189990230452,45.51285637108661,7.59376047988245,4.592948929429421,5.093297449543466,3.527987792352687,3.2076979070933374,3.64054901818108,5.385430657527472,-0.000147867869714,-0.0182803752560236,-0.0467216393362128,0.0258388602627265,0.0134151181612562,0.0020250577016416,0.0608345460569083,0.0724954537362605,0.066724354118287,0.0937508720144512,0.0355115559186897,0.0215531939027222,0.1462558178191489,0.1728084806292715,neutral,03-01-01-01-01-01-09.wav
-358.3642883300781,52.088409423828125,0.4743662476539612,4.650225639343262,4.973355293273926,-3.7164981365203857,-6.953248500823975,-7.936300277709961,-4.091613292694092,-1.459038257598877,-6.29041862487793,-3.4350805282592773,-0.1235557943582534,173.9530792236328,51.33511352539063,23.2929801940918,18.880739212036133,16.160551071166992,15.915685653686523,17.3790225982666,16.45448875427246,12.93728733062744,10.687880516052246,13.675153732299805,11.54964542388916,8.112077713012695,0.3503195345401764,0.3404186964035034,0.3599534332752228,0.3756546676158905,0.4483323693275451,0.4673671126365661,0.467311292886734,0.471362829208374,0.4620436728000641,0.4209856390953064,0.442317932844162,0.4460019171237945,0.2885962128639221,0.3114524185657501,0.3063714802265167,0.262110561132431,0.3726774156093597,0.3721009194850921,0.3502795696258545,0.3605161607265472,0.3574657738208771,0.3131363689899444,0.3370647728443146,0.3300226032733917,19.297033928391432,16.62715996775073,19.14210941731816,16.465151179131276,17.926655915321454,17.818180924018293,45.10229682242205,7.1350243107041695,6.669073788505658,7.108435192543747,5.45519144519068,4.480136019611563,4.088198034198117,5.255564451089072,-0.0222647003734176,0.0443204862743769,-0.0021379283484422,0.0077832812761007,0.0081780806320633,-0.0191611998135513,0.1377748404964128,0.1303407478174091,0.1639032689934285,0.209816816523552,0.0777600634449806,0.0630374418388821,0.1210193760347682,0.0723715313530597,neutral,03-01-01-01-01-01-10.wav
